,cname,pctbothbenchmark12,numtsttakr12
1774,Riverside,0.09519999999999999,42.0
1776,San Diego,0.622,254.0
1777,San Joaquin,0.2742,124.0
1779,San Diego,0.1724,58.0
1780,Kern,0.0,3.0
1781,Los Angeles,0.14429999999999998,97.0
1782,San Bernardino,0.0,3.0
1783,Santa Clara,0.6795,156.0
1784,Santa Clara,0.8826999999999999,179.0
1786,Contra Costa,0.784,162.0
1787,Fresno,0.21050000000000002,57.0
1788,Los Angeles,0.1948,77.0
1789,Los Angeles,0.3925,214.0
1791,Placer,0.0,3.0
1792,San Bernardino,0.2878,205.0
1793,San Diego,0.4167,132.0
1794,San Mateo,0.0,10.0
1796,Glenn,0.4375,32.0
1797,Los Angeles,0.0313,32.0
1798,Orange,0.0,1.0
1799,Placer,0.4974,193.0
1800,Sacramento,0.5771000000000001,175.0
1802,San Diego,0.6818000000000001,132.0
1803,Santa Cruz,0.6777,121.0
1805,Sacramento,0.0,1.0
1806,Fresno,0.0,1.0
1807,Kern,0.0,1.0
1809,Los Angeles,0.0,1.0
1810,San Diego,0.20629999999999998,160.0
1811,San Diego,0.33039999999999997,112.0
1812,San Diego,0.0,7.0
1814,Tulare,0.3,50.0
1815,Santa Clara,0.0417,24.0
1816,Santa Clara,0.1852,54.0
1817,Tulare,0.3333,21.0
1818,Orange,0.6712,219.0
1819,Ventura,0.5227,352.0
1820,San Bernardino,0.0,1.0
1822,San Diego,0.49479999999999996,192.0
1823,San Diego,0.3611,36.0
1824,Humboldt,0.0,7.0
1825,Los Angeles,0.0,1.0
1826,Los Angeles,0.1574,108.0
1827,Los Angeles,0.0,4.0
1828,Marin,0.0,1.0
1829,Orange,0.0,4.0
1830,Placer,0.7556999999999999,176.0
1831,Plumas,0.0,7.0
1832,San Mateo,0.5828,151.0
1833,San Mateo,0.6667000000000001,150.0
1834,Ventura,0.7515000000000001,169.0
1835,Mendocino,0.0,8.0
1836,Orange,0.7409,247.0
1837,Orange,0.3017,179.0
1838,Orange,0.4451,173.0
1839,Santa Barbara,0.0,7.0
1840,Shasta,0.0,1.0
1841,Sacramento,0.15,20.0
1842,Sacramento,0.0,8.0
1844,San Diego,0.31579999999999997,38.0
1845,Shasta,0.0,6.0
1846,Alameda,0.0,2.0
1847,Contra Costa,0.8934000000000001,122.0
1848,Contra Costa,0.4464,56.0
1850,Los Angeles,0.0,1.0
1851,Riverside,0.3,20.0
1852,San Bernardino,0.5138,399.0
1853,Alameda,0.0,14.0
1854,Kern,0.0,12.0
1855,Los Angeles,0.7915000000000001,235.0
1856,Orange,0.7486,179.0
1857,Riverside,0.22699999999999998,185.0
1858,Kern,0.3059,85.0
1859,Los Angeles,0.3443,122.0
1861,Los Angeles,0.38020000000000004,121.0
1862,Monterey,0.7797,59.0
1863,Riverside,0.0,78.0
1864,Fresno,0.0,9.0
1865,Monterey,0.0,1.0
1866,Monterey,0.1702,141.0
1867,San Benito,0.4732,205.0
1868,San Bernardino,0.5472,53.0
1869,San Diego,0.125,16.0
1870,San Diego,0.7031000000000001,256.0
1871,San Diego,0.6869,428.0
1872,Contra Costa,0.8276,261.0
1873,Los Angeles,0.3446,148.0
1874,Los Angeles,0.0,1.0
1875,Los Angeles,0.1709,117.0
1876,Mariposa,0.7222,36.0
1879,San Diego,0.0,7.0
1880,San Diego,0.3103,58.0
1881,San Diego,0.0,7.0
1882,Inyo,0.0,5.0
1883,Los Angeles,0.0,2.0
1884,Los Angeles,0.2778,18.0
1885,Mendocino,0.0,1.0
1886,Mendocino,0.0,4.0
1887,Mendocino,0.0,2.0
1889,Orange,0.3538,195.0
1890,Orange,0.5058,172.0
1893,Santa Barbara,0.0,1.0
1894,Fresno,0.0,9.0
1895,Los Angeles,0.20550000000000002,73.0
1896,Los Angeles,0.2336,107.0
1898,Sacramento,0.5,56.0
1899,San Diego,0.6098,82.0
1900,San Diego,0.3333,60.0
1901,San Diego,0.4,100.0
1902,Fresno,0.059699999999999996,67.0
1903,Monterey,0.2571,70.0
1904,Orange,0.1333,45.0
1905,Orange,0.0,161.0
1906,Sacramento,0.128,328.0
1907,San Diego,0.7368000000000001,190.0
1909,San Luis Obispo,0.6591,44.0
1910,Alameda,0.0,1.0
1911,Contra Costa,0.0,1.0
1912,Lassen,0.0,10.0
1913,Orange,0.4242,66.0
1914,Riverside,0.0,3.0
1917,San Diego,0.0,3.0
1918,Santa Clara,0.625,112.0
1920,Lake,0.0,10.0
1921,Los Angeles,0.1685,89.0
1922,Los Angeles,0.589,146.0
1923,Los Angeles,0.0333,60.0
1924,Los Angeles,0.41969999999999996,274.0
1925,Los Angeles,0.6043999999999999,273.0
1926,San Diego,0.7483,151.0
1928,Los Angeles,0.3077,104.0
1929,Madera,0.2,20.0
1930,Placer,0.8340000000000001,247.0
1931,Placer,0.7643000000000001,157.0
1932,Placer,0.5606,66.0
1933,Sacramento,0.2339,124.0
1934,Santa Cruz,0.0,2.0
1935,Kern,0.2785,79.0
1936,Los Angeles,0.1884,69.0
1937,Los Angeles,0.0645,31.0
1938,Santa Clara,0.3448,87.0
1939,Humboldt,0.0,6.0
1940,Orange,0.3468,124.0
1941,Placer,0.0,3.0
1942,Placer,0.5196999999999999,127.0
1943,Placer,0.6667000000000001,45.0
1944,San Diego,0.3889,18.0
1945,San Mateo,0.8162,234.0
1947,Santa Cruz,0.0,11.0
1948,San Diego,0.15380000000000002,65.0
1949,San Diego,0.0,7.0
1950,Santa Clara,0.7254999999999999,51.0
1951,Siskiyou,0.0,3.0
1952,Siskiyou,0.0,10.0
1953,Tulare,0.0,2.0
1954,Santa Clara,0.05,20.0
1955,Solano,0.0,3.0
1958,Los Angeles,0.0,1.0
1959,San Bernardino,0.0,5.0
1960,Tulare,0.0,2.0
1964,Tuolumne,0.775,40.0
1965,Tuolumne,0.0,1.0
1966,San Diego,0.3208,106.0
1967,San Diego,0.34590000000000004,159.0
1968,San Luis Obispo,0.0,12.0
1970,Ventura,0.0,2.0
1972,Shasta,0.0,6.0
1973,Shasta,0.6111,54.0
1974,Alameda,0.21050000000000002,19.0
1975,Los Angeles,0.0625,16.0
1976,Mendocino,0.3333,18.0
1977,Mendocino,0.0,6.0
1978,Mendocino,0.0,7.0
1979,Riverside,0.5396,543.0
1980,Stanislaus,0.575,40.0
1981,El Dorado,0.7318000000000001,604.0
1982,Los Angeles,0.3812,48676.0
1983,Madera,0.2873,442.0
1984,Yolo,0.5837,759.0
1985,Kern,0.35960000000000003,3793.0
1986,Napa,0.46490000000000004,555.0
1987,Santa Cruz,0.5417000000000001,864.0
1988,Sierra,0.0,5.0
1989,Sacramento,0.45630000000000004,6090.0
1990,San Bernardino,0.3872,10544.0
1991,Calaveras,0.6667000000000001,90.0
1992,Mariposa,0.7222,36.0
1993,Placer,0.6890999999999999,1959.0
1994,Tuolumne,0.6,80.0
1995,Mendocino,0.5069,217.0
1996,Orange,0.5313,16061.0
1997,San Luis Obispo,0.6365,630.0
1998,San Mateo,0.5965,3113.0
1999,Marin,0.6881,965.0
2000,Siskiyou,0.5046,109.0
2001,Glenn,0.2778,90.0
2002,San Joaquin,0.4229,3351.0
2003,Tulare,0.327,1801.0
2004,Alameda,0.5816,5946.0
2005,Fresno,0.3779,4070.0
2006,Sonoma,0.5626,1326.0
2007,Sutter,0.5209,359.0
2008,Monterey,0.3243,1872.0
2009,Stanislaus,0.381,2373.0
2010,Nevada,0.6828,186.0
2011,Solano,0.4865,1410.0
2013,Amador,0.6225999999999999,53.0
2014,Merced,0.2912,1195.0
2015,Mono,0.5676,37.0
2016,San Diego,0.5552,12872.0
2017,Tehama,0.5714,91.0
2018,Trinity,0.0,13.0
2019,Del Norte,0.4167,72.0
2020,Lassen,0.3443,61.0
2021,San Benito,0.47350000000000003,226.0
2022,Yuba,0.49439999999999995,178.0
2023,Humboldt,0.5633,300.0
2024,Imperial,0.3832,775.0
2025,Shasta,0.6373,386.0
2026,Butte,0.6025,551.0
2027,Colusa,0.1892,74.0
2028,Inyo,0.3182,88.0
2029,Modoc,0.5625,16.0
2030,Santa Barbara,0.6003000000000001,1211.0
2031,Santa Clara,0.6676000000000001,6920.0
2032,Ventura,0.4338,4534.0
2033,Kings,0.3386,443.0
2034,Plumas,0.6470999999999999,34.0
2035,Riverside,0.3411,14070.0
2036,State of California,0.45289999999999997,170411.0
2037,Alameda,0.8024,845.0
2038,Alameda,0.7820999999999999,78.0
2039,Alameda,0.39899999999999997,193.0
2040,Fresno,0.30820000000000003,1048.0
2041,Fresno,0.1304,69.0
2042,Imperial,0.1852,27.0
2043,Kern,0.21739999999999998,184.0
2044,Los Angeles,0.48,25.0
2045,Los Angeles,0.18600000000000003,285.0
2046,Los Angeles,0.42460000000000003,1227.0
2047,Los Angeles,0.4508,386.0
2048,Marin,0.8299,435.0
2049,Mendocino,0.7059000000000001,17.0
2050,Mendocino,0.0,5.0
2052,San Bernardino,0.2857,77.0
2053,San Bernardino,0.4239,2437.0
2054,San Bernardino,0.3734,316.0
2055,San Diego,0.7434000000000001,152.0
2056,San Diego,0.5852,1514.0
2057,San Diego,0.0,1.0
2058,San Joaquin,0.5114,483.0
2059,Santa Barbara,0.0,6.0
2060,Santa Clara,0.5484,124.0
2061,Santa Clara,0.7433,335.0
2062,Santa Cruz,0.6376,287.0
2063,Stanislaus,0.2727,66.0
2064,Tehama,0.6304,46.0
2065,Tuolumne,0.0,14.0
2066,Alameda,0.7333,315.0
2068,El Dorado,0.7681,526.0
2069,Fresno,0.5357,28.0
2070,Humboldt,0.5517,58.0
2071,Imperial,0.34619999999999995,52.0
2072,Kern,0.21239999999999998,113.0
2073,Lake,0.6667000000000001,27.0
2074,Los Angeles,0.7359,337.0
2075,Los Angeles,0.9167000000000001,120.0
2076,Los Angeles,0.29100000000000004,1110.0
2077,Madera,0.2553,47.0
2078,Mendocino,0.6264,91.0
2079,Mendocino,0.31579999999999997,19.0
2080,Merced,0.0,1.0
2081,Merced,0.1707,82.0
2082,Monterey,0.33770000000000006,536.0
2083,Riverside,0.5650999999999999,1014.0
2084,Riverside,0.5252,834.0
2085,Sacramento,0.5579,1884.0
2086,San Bernardino,0.3036,56.0
2087,San Bernardino,0.5683,227.0
2088,San Diego,0.7595000000000001,341.0
2089,Santa Cruz,0.0,6.0
2090,Siskiyou,0.5366,41.0
2091,Stanislaus,0.0,8.0
2092,Sutter,0.3056,36.0
2093,Sutter,0.0,13.0
2094,Trinity,0.0,1.0
2095,Yolo,0.3626,182.0
2096,Alameda,0.5952000000000001,373.0
2097,El Dorado,0.0,12.0
2098,Fresno,0.0,11.0
2099,Fresno,0.2368,76.0
2100,Fresno,0.0,27.0
2101,Fresno,0.21050000000000002,57.0
2102,Humboldt,0.66,100.0
2103,Humboldt,0.0,3.0
2104,Kern,0.3226,31.0
2105,Kern,0.5938,32.0
2106,Lassen,0.0,5.0
2107,Lassen,0.0,6.0
2108,Los Angeles,0.6406000000000001,64.0
2109,Los Angeles,0.42700000000000005,185.0
2110,Los Angeles,0.3207,658.0
2111,Los Angeles,0.2535,651.0
2112,Mendocino,0.0,1.0
2113,Monterey,0.7797,59.0
2114,Monterey,0.33240000000000003,725.0
2115,Orange,0.4353,85.0
2116,Orange,0.6242,761.0
2117,Orange,0.0,14.0
2118,Placer,0.0,3.0
2119,Placer,0.7578,417.0
2120,Riverside,0.3613,357.0
2121,Riverside,0.1606,1992.0
2122,Sacramento,0.7239,460.0
2123,San Bernardino,0.4608,102.0
2124,San Bernardino,0.2692,26.0
2125,San Diego,0.129,31.0
2126,San Joaquin,0.3667,529.0
2127,San Luis Obispo,0.5941,202.0
2128,San Mateo,0.0,10.0
2129,San Mateo,0.6397999999999999,236.0
2130,Santa Clara,0.9075,292.0
2131,Shasta,0.3947,76.0
2132,Solano,0.5356000000000001,351.0
2133,Sonoma,0.0,1.0
2134,Sonoma,0.3265,49.0
2135,Sonoma,0.5357,140.0
2136,Stanislaus,0.6522,92.0
2137,Stanislaus,0.45289999999999997,393.0
2139,Trinity,0.0,10.0
2142,Alameda,0.7524,311.0
2143,Colusa,0.0,10.0
2144,Contra Costa,0.5932,295.0
2145,Contra Costa,0.8414,933.0
2146,Fresno,0.34630000000000005,335.0
2147,Lake,0.0,12.0
2148,Los Angeles,0.4943,263.0
2149,Los Angeles,0.4803,356.0
2150,Marin,0.5796,245.0
2151,Mendocino,0.2,25.0
2152,Monterey,0.2703,111.0
2153,Orange,0.722,205.0
2154,Orange,0.3583,1870.0
2155,Orange,0.7116,319.0
2156,Placer,0.619,105.0
2157,Riverside,0.22760000000000002,1195.0
2158,Sacramento,0.6225999999999999,53.0
2159,San Bernardino,0.4318,44.0
2160,San Bernardino,0.2735,501.0
2161,San Bernardino,0.47100000000000003,138.0
2162,San Francisco,0.5532,2256.0
2164,San Mateo,0.0,8.0
2165,Santa Clara,0.6640999999999999,259.0
2166,Sonoma,0.0,3.0
2167,Tulare,0.2727,22.0
2169,Ventura,0.8690000000000001,168.0
2170,Yuba,0.0,6.0
2171,Contra Costa,0.8309000000000001,473.0
2172,Contra Costa,0.319,279.0
2173,Fresno,0.3627,102.0
2174,Humboldt,0.0,9.0
2175,Inyo,0.5094,53.0
2176,Los Angeles,0.5316,316.0
2177,Los Angeles,0.3184,267.0
2178,Los Angeles,0.8295,440.0
2179,Merced,0.293,215.0
2180,Monterey,0.1481,54.0
2181,Placer,0.507,142.0
2182,Riverside,0.33159999999999995,383.0
2183,Riverside,0.2917,696.0
2184,San Diego,0.3846,26.0
2185,San Diego,0.5556,27.0
2186,San Diego,0.5731,527.0
2187,San Diego,0.28859999999999997,149.0
2188,San Diego,0.0,3.0
2189,San Joaquin,0.4242,33.0
2190,San Joaquin,0.556,732.0
2191,San Joaquin,0.47869999999999996,94.0
2192,Santa Barbara,0.6327,49.0
2194,Santa Clara,0.6762,661.0
2195,Santa Clara,0.5725,648.0
2196,Stanislaus,0.233,352.0
2197,Tulare,0.0,4.0
2198,Tulare,0.3,50.0
2199,Tuolumne,0.64,25.0
2200,Yolo,0.25,16.0
2201,Butte,0.6774,31.0
2202,Butte,0.7037,54.0
2203,Contra Costa,0.75,80.0
2204,Contra Costa,0.5928,614.0
2205,El Dorado,0.5185,54.0
2206,Fresno,0.284,169.0
2207,Fresno,0.248,379.0
2208,Kern,0.3679,2786.0
2209,Kings,0.4046,131.0
2210,Orange,0.8809,831.0
2211,Placer,0.6637000000000001,333.0
2212,Sacramento,0.46259999999999996,214.0
2213,San Bernardino,0.5556,36.0
2214,San Bernardino,0.3417,398.0
2215,San Diego,0.0,15.0
2216,San Diego,0.4683,773.0
2217,San Diego,0.0,2.0
2218,San Diego,0.0,8.0
2219,San Diego,0.8004000000000001,1102.0
2220,San Joaquin,0.278,928.0
2221,San Luis Obispo,0.5075999999999999,132.0
2223,Santa Barbara,0.7679,56.0
2224,Santa Clara,0.5528,2388.0
2225,Santa Clara,0.7918999999999999,346.0
2226,Santa Clara,0.669,287.0
2227,Sonoma,0.6715000000000001,137.0
2228,Sonoma,0.0,6.0
2230,Sonoma,0.43939999999999996,132.0
2231,Stanislaus,0.3333,30.0
2232,Ventura,0.26539999999999997,2690.0
2233,Yuba,0.4706,119.0
2234,Alameda,0.8421,114.0
2235,Butte,0.4769,65.0
2236,Del Norte,0.0,1.0
2237,Del Norte,0.4225,71.0
2238,Fresno,0.09759999999999999,82.0
2239,Humboldt,0.619,21.0
2240,Humboldt,0.5385,78.0
2241,Imperial,0.40149999999999997,274.0
2242,Inyo,0.0,5.0
2243,Kern,0.3375,320.0
2244,Lassen,0.0,10.0
2246,Los Angeles,0.3533,368.0
2247,Los Angeles,0.313,1147.0
2248,Los Angeles,0.8414,372.0
2249,Los Angeles,0.1979,1223.0
2250,Los Angeles,0.1464,280.0
2251,Monterey,0.0,2.0
2252,Orange,0.5645,411.0
2253,Orange,0.2137,3149.0
2254,Riverside,0.3,470.0
2255,Sacramento,0.4155,787.0
2256,Sacramento,0.1548,1156.0
2257,San Bernardino,0.3233,467.0
2258,San Diego,0.5647,533.0
2259,San Luis Obispo,0.0,12.0
2261,Sonoma,0.0,1.0
2262,Sutter,0.4571,35.0
2263,Tulare,0.22219999999999998,18.0
2264,Alameda,0.5964,337.0
2265,Alameda,0.3358,1215.0
2266,Butte,0.4143,70.0
2267,El Dorado,0.0,12.0
2268,Fresno,0.2195,41.0
2269,Humboldt,0.0,11.0
2271,Inyo,0.0,2.0
2272,Kern,0.5323,62.0
2273,Los Angeles,0.3084,428.0
2274,Los Angeles,0.49310000000000004,726.0
2275,Los Angeles,0.188,250.0
2276,Los Angeles,0.158,1000.0
2277,Los Angeles,0.37979999999999997,574.0
2278,Los Angeles,0.6642,1376.0
2279,Los Angeles,0.1159,69.0
2281,Madera,0.2402,204.0
2282,Marin,0.6008,258.0
2283,Merced,0.3478,46.0
2284,Modoc,0.0,4.0
2285,Modoc,0.0,3.0
2286,Monterey,0.7619,63.0
2287,Orange,0.6368,1217.0
2288,Orange,0.5299,1574.0
2289,Placer,0.7067,941.0
2290,Riverside,0.2738,84.0
2291,Riverside,0.4233,1290.0
2292,Riverside,0.1718,1310.0
2293,San Bernardino,0.4982,1106.0
2294,San Bernardino,0.3072,472.0
2295,San Diego,0.26789999999999997,112.0
2296,San Diego,0.4818,110.0
2297,San Diego,0.5667,120.0
2298,San Diego,0.5202,396.0
2300,Santa Barbara,0.6957,69.0
2302,Siskiyou,0.375,16.0
2303,Stanislaus,0.24539999999999998,216.0
2305,Tulare,0.4475,467.0
2306,Tulare,0.3043,115.0
2307,Alameda,0.3934,549.0
2308,Alameda,0.41479999999999995,364.0
2309,Alameda,0.7823,271.0
2310,Colusa,0.1429,21.0
2311,Contra Costa,0.5211,639.0
2312,Fresno,0.2157,51.0
2313,Humboldt,0.0,13.0
2314,Inyo,0.0,23.0
2315,Kern,0.0,13.0
2316,Kings,0.3265,49.0
2317,Kings,0.0,2.0
2318,Lassen,0.4,40.0
2319,Los Angeles,0.6479,142.0
2320,Los Angeles,0.2316,95.0
2322,Merced,0.3185,744.0
2323,Merced,0.16670000000000001,18.0
2324,Modoc,0.0,9.0
2325,Riverside,0.5363,1736.0
2326,Sacramento,0.5629,938.0
2327,San Bernardino,0.0,2.0
2328,San Diego,0.3889,18.0
2329,San Joaquin,0.44439999999999996,63.0
2330,San Joaquin,0.25,72.0
2331,Santa Barbara,0.6452,62.0
2332,Santa Cruz,0.7966,59.0
2333,Solano,0.5337,163.0
2334,Sutter,0.6531,49.0
2335,Tehama,0.6,30.0
2336,Tulare,0.5484,31.0
2337,Tuolumne,0.7561,41.0
2338,Ventura,0.6417,321.0
2339,Yuba,0.0,1.0
2340,Alameda,0.0,13.0
2341,Butte,0.0,6.0
2342,Colusa,0.0,29.0
2343,Contra Costa,0.47369999999999995,38.0
2344,Glenn,0.16,25.0
2345,Imperial,0.46909999999999996,194.0
2347,Lake,0.3111,45.0
2348,Los Angeles,0.8,145.0
2349,Los Angeles,0.6877,522.0
2350,Los Angeles,0.35710000000000003,126.0
2351,Los Angeles,0.75,248.0
2352,Los Angeles,0.2748,19988.0
2353,Los Angeles,0.6376,814.0
2354,Madera,0.4468,47.0
2355,Mendocino,0.5806,31.0
2356,Monterey,0.1702,141.0
2357,Orange,0.7091,1313.0
2358,Placer,0.5,18.0
2359,Riverside,0.3243,74.0
2360,Riverside,0.33770000000000006,755.0
2361,Sacramento,0.0,1.0
2362,San Bernardino,0.2768,997.0
2364,Santa Barbara,0.0,3.0
2365,Santa Cruz,0.6,50.0
2366,Shasta,0.4167,24.0
2367,Solano,0.7121,132.0
2368,Solano,0.4885,393.0
2369,Stanislaus,0.4152,1067.0
2370,Sutter,0.0,12.0
2371,Tehama,0.0,14.0
2372,Tulare,0.11289999999999999,62.0
2373,Ventura,0.5714,49.0
2374,Ventura,0.696,125.0
2375,Alameda,0.4539,141.0
2376,Alameda,0.8402,438.0
2377,Fresno,0.0,9.0
2378,Fresno,0.0,1.0
2379,Fresno,0.0,11.0
2380,Glenn,0.0,1.0
2381,Kern,0.0,14.0
2382,Kings,0.0,5.0
2383,Lake,0.525,40.0
2384,Los Angeles,0.385,187.0
2385,Los Angeles,0.5212,165.0
2386,Los Angeles,0.759,639.0
2387,Los Angeles,0.7789,190.0
2388,Marin,0.22219999999999998,27.0
2389,Mendocino,0.0,11.0
2390,Mendocino,0.0,4.0
2391,Napa,0.5957,47.0
2392,Orange,0.7332,742.0
2393,Orange,0.6787000000000001,691.0
2394,Riverside,0.45159999999999995,124.0
2395,Riverside,0.31579999999999997,38.0
2396,San Bernardino,0.68,25.0
2397,San Diego,0.72,25.0
2398,San Diego,0.3761,109.0
2399,San Diego,0.3947,38.0
2400,San Joaquin,0.5169,207.0
2401,San Joaquin,0.6061,132.0
2402,San Mateo,0.4232,912.0
2403,San Mateo,0.6119,894.0
2404,Santa Barbara,0.0,9.0
2405,Santa Clara,0.9046,367.0
2406,Sonoma,0.5957,47.0
2407,Stanislaus,0.575,40.0
2408,Sutter,0.0,9.0
2409,Sutter,0.561,205.0
2410,Tulare,0.2727,33.0
2411,Yolo,0.39909999999999995,223.0
2412,Alameda,0.6978,321.0
2413,Butte,0.3043,23.0
2414,Contra Costa,0.2243,1770.0
2415,Fresno,0.5988,1209.0
2416,Fresno,0.059500000000000004,84.0
2417,Imperial,0.10529999999999999,19.0
2418,Kern,0.0909,66.0
2419,Kings,0.37310000000000004,193.0
2420,Los Angeles,0.2465,998.0
2421,Los Angeles,0.3143,140.0
2422,Madera,0.0,1.0
2423,Mariposa,0.7222,36.0
2424,Mendocino,0.0,7.0
2425,Merced,0.1522,46.0
2426,Merced,0.1628,43.0
2428,Nevada,0.7143,175.0
2429,Nevada,0.0,1.0
2430,Orange,0.5081,1490.0
2431,Plumas,0.6470999999999999,34.0
2432,Riverside,0.4077,493.0
2433,San Benito,0.4732,205.0
2434,San Bernardino,0.2963,27.0
2435,San Bernardino,0.2917,48.0
2436,San Bernardino,0.2597,932.0
2437,San Diego,0.4714,3369.0
2438,San Diego,0.8204,707.0
2439,San Diego,0.0,11.0
2440,San Luis Obispo,0.7784,185.0
2441,San Mateo,0.5714,77.0
2442,Santa Clara,0.4955,335.0
2443,Shasta,0.0,13.0
2444,Shasta,0.0,6.0
2445,Solano,0.6277,94.0
2447,Sonoma,0.5884,413.0
2448,Stanislaus,0.3182,66.0
2449,Tehama,0.0,1.0
2451,Tulare,0.1393,122.0
2452,Tulare,0.35009999999999997,397.0
2453,Yolo,0.5161,31.0
2454,Calaveras,0.6304,46.0
2455,Contra Costa,0.0,5.0
2456,Glenn,0.1852,27.0
2457,Imperial,0.4359,78.0
2458,Lake,0.20929999999999999,43.0
2459,Los Angeles,0.1732,589.0
2460,Los Angeles,0.3417,3705.0
2461,Los Angeles,0.6405,242.0
2462,Los Angeles,0.6809000000000001,47.0
2463,Napa,0.1875,16.0
2464,Riverside,0.23809999999999998,252.0
2465,Sacramento,0.3065,62.0
2466,Sacramento,0.0,1.0
2467,San Benito,0.47619999999999996,21.0
2468,San Bernardino,0.4362,1788.0
2469,San Bernardino,0.4797,296.0
2470,Shasta,0.73,263.0
2471,Sierra,0.0,5.0
2472,Siskiyou,0.5128,39.0
2474,Solano,0.23829999999999998,277.0
2475,Stanislaus,0.0,3.0
2476,Ventura,0.6149,348.0
2477,Ventura,0.7676000000000001,611.0
2478,Ventura,0.4316,95.0
2479,Yuba,0.5,52.0
2480,Alameda,0.1642,67.0
2481,Fresno,0.34509999999999996,142.0
2482,Kern,0.7209,86.0
2483,Los Angeles,0.3187,91.0
2484,Los Angeles,0.2961,233.0
2485,Los Angeles,0.8732,205.0
2486,Madera,0.20929999999999999,86.0
2487,Monterey,0.0,5.0
2488,Nevada,0.0,10.0
2489,Sacramento,0.0,7.0
2490,Sacramento,0.3985,527.0
2491,San Bernardino,0.2353,17.0
2492,San Luis Obispo,0.6444,45.0
2493,San Luis Obispo,0.6296,54.0
2494,Santa Barbara,0.4604,417.0
2495,Santa Barbara,0.687,540.0
2498,Sonoma,0.09519999999999999,21.0
2499,Sonoma,0.0,3.0
2500,Sonoma,0.5495,91.0
2501,Tulare,0.12,100.0
2502,Ventura,0.0,10.0
2504,Butte,0.0,8.0
2505,Butte,0.6837000000000001,294.0
2506,Calaveras,0.0,7.0
2507,Calaveras,0.7027,37.0
2508,Colusa,0.0,14.0
2509,Contra Costa,0.37060000000000004,286.0
2510,Fresno,0.55,80.0
2513,Glenn,0.0,2.0
2514,Glenn,0.0,3.0
2515,Glenn,0.4375,32.0
2516,Humboldt,0.0,7.0
2517,Imperial,0.2824,131.0
2518,Inyo,0.0,5.0
2519,Kern,0.3261,46.0
2521,Kings,0.127,63.0
2522,Los Angeles,0.6386999999999999,631.0
2523,Los Angeles,0.5291,223.0
2524,Los Angeles,0.2973,111.0
2525,Los Angeles,0.6964,359.0
2527,Mendocino,0.0,6.0
2528,Mono,0.5769,26.0
2529,Monterey,0.1477,176.0
2531,Napa,0.46140000000000003,492.0
2532,Orange,0.7342,1332.0
2533,Orange,0.7895,57.0
2534,Riverside,0.2756,577.0
2535,San Bernardino,0.0,9.0
2536,San Diego,0.359,39.0
2537,San Diego,0.5119,2608.0
2541,San Mateo,0.7376999999999999,976.0
2542,Santa Clara,0.8702,878.0
2543,Siskiyou,0.0,10.0
2544,Siskiyou,0.0,3.0
2545,Sonoma,0.6354,277.0
2546,Trinity,0.0,2.0
2547,Tulare,0.3132,380.0
2548,Ventura,0.4914,116.0
2549,Amador,0.6225999999999999,53.0
2550,Fresno,0.25420000000000004,59.0
2551,Kern,0.35,40.0
2552,Los Angeles,0.6654000000000001,263.0
2553,Los Angeles,0.45280000000000004,731.0
2554,Los Angeles,0.9176000000000001,170.0
2555,Los Angeles,0.8785,181.0
2556,Los Angeles,0.7915000000000001,235.0
2557,Los Angeles,0.7069,795.0
2558,Los Angeles,0.7726000000000001,809.0
2559,Los Angeles,0.2768,112.0
2560,Los Angeles,0.11900000000000001,42.0
2562,Madera,0.4561,57.0
2563,Mono,0.0,11.0
2564,Riverside,0.5385,52.0
2565,Riverside,0.22089999999999999,344.0
2566,San Diego,0.0,4.0
2567,San Joaquin,0.24359999999999998,78.0
2568,Santa Cruz,0.3575,372.0
2569,Santa Cruz,0.8111,90.0
2570,Shasta,0.0,4.0
2571,Sonoma,0.0,2.0
2574,Stanislaus,0.275,40.0
2575,Yolo,0.873,307.0
2576,Contra Costa,0.5028,5412.0
2577,Lake,0.3892,167.0
2578,San Francisco,0.5532,2256.0
